,title,vehicle_class,manufacturer,features,acquisition,price,storage_location,delivery_method,modifications,resale_flag,resale_price,race_availability,top_speed_in_game,based_on,seats,weight_in_kg,drive_train,gears,release_date,release_dlc,top_speed_real,lap_time,bulletproof,weapon1_resistance,weapon2_resistance,weapon3_resistance,weapon4_resistance,weapon5_resistance,speed,acceleration,braking,handling,overall,vehicle_url
41,GTA 5: Benefactor XLS (Armored),SUVs,Benefactor,"Armored Vehicle, Bulletproof - Front, Bulletproof - Side, Bulletproof - Rear",Legendary Motorsport,"$522,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$313,200	
	($442,450 when fully upgraded)",Can be used in Races,82.02 mph (132.00 km/h),Mercedes-Benz GL-Class,4,"3,000	KG",NA,6,"June 7, 2016",1.34 Further Adventures in Finance and Felony,108.25 mph (174.21 km/h),1:11.539,Bullet resistant windows from all sides,2,2,4,1,1,"Speed
70.82","Acceleration
66.25","Braking
19.67","Handling
62.12","Overall
54.72",https://www.gtabase.com//grand-theft-auto-v/vehicles/benefactor-xls-armored
42,GTA 5: Albany Manana,Sports Classics,Albany,"Gang Vehicle, Has Variants, Removable Roof",Can be stolen / found,"$10,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$6,000	
	($74,050 when fully upgraded)",Can be used in Races,80.78 mph (130.00 km/h),"Buick LeSabre, Cadillac Eldorado",2,"2,100	KG",RWD,4,"September 17, 2013",1.01 Game Launch,98.25 mph (158.12 km/h),1:23.183,No,1,1,2,1,1,"Speed
69.75","Acceleration
40.00","Braking
8.33","Handling
59.09","Overall
44.29",https://www.gtabase.com//grand-theft-auto-v/vehicles/albany-manana
43,GTA 5:  Blimp,Planes,NA,"Bulletproof - Rear, Countermeasures, Has Liveries, Has Variants, Has Trade Price, Peds can stand on top, Unique Radar Icon",Elitás Travel,"$1,190,350",Pegasus Vehicle,Pegasus Concierge,Cannot be modified,Cannot be sold,NA,Cannot be used in Races,99.42 mph (160.00 km/h),Goodyear Aerospace GZ-20,4,"12,000	KG",NA,NA,"July 31, 2018",1.44 After Hours,107.00 mph (172.20 km/h),1:43.342,Bulletproof from the rear (rear has no windows),1,1,2,1,1,"Speed
48.69","Acceleration
31.00","Braking
1.82","Handling
7.45","Overall
22.24",https://www.gtabase.com//grand-theft-auto-v/vehicles/blimp
44,GTA 5: Benefactor Turreted Limo,Sedans,Benefactor,"Armored Vehicle, Bulletproof - Front, Bulletproof - Side, Bulletproof - Rear, No Passive Mode, Weaponized Vehicle",Warstock Cache & Carry,"$1,650,000",Pegasus Vehicle,Pegasus Concierge,Cannot be modified,Cannot be sold,NA,Target Assault Races,77.67 mph (125.00 km/h),"2010 Mercedes-Benz E-Class Limousine W121 Limousine, W216 Mercedes CL-Class",5,"3,750	KG",RWD,4,"December 15, 2015",1.31 Executives and Other Criminals,89.50 mph (144.04 km/h),1:20.908,Bullet resistant windows from all sides,2,2,4,1,1,"Speed
67.07","Acceleration
67.50","Braking
26.67","Handling
65.91","Overall
56.79",https://www.gtabase.com//grand-theft-auto-v/vehicles/benefactor-turretted-limo
45,GTA 5: Pfister Comet Safari,Sports,Pfister,"Has Liveries, No Passive Mode, Weaponized Vehicle",Legendary Motorsport,"$710,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$426,000	
	($668,638 when fully upgraded)",Can be used in Races,94.45 mph (152.00 km/h),Porsche 911 930 Group B,2,"1,150	KG",NA,5,"December 12, 2017",1.42 The Doomsday Heist,120.00 mph (193.12 km/h),1:07.455,No,1,1,2,1,1,"Speed
81.56","Acceleration
73.13","Braking
26.67","Handling
63.64","Overall
61.25",https://www.gtabase.com//grand-theft-auto-v/vehicles/pfister-comet-safari
46,GTA 5: Albany Cavalcade II,SUVs,Albany,Has Variants,Can be stolen / found,"$70,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$42,000	
	($130,375 when fully upgraded)",Can be used in Races,78.91 mph (127.00 km/h),Cadillac Escalade,4,"2,400	KG",NA,4,"September 17, 2013",1.01 Game Launch,98.00 mph (157.72 km/h),1:19.908,No,1,1,2,1,1,"Speed
68.14","Acceleration
50.00","Braking
20.00","Handling
57.58","Overall
48.93",https://www.gtabase.com//grand-theft-auto-v/vehicles/albany-cavalcade-ii
47,GTA 5: Truffade Z-Type,Sports Classics,Truffade,,Legendary Motorsport,"$950,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$570,000	
	($706,770 when fully upgraded)",Can be used in Races,95.69 mph (154.00 km/h),Bugatti Type 57,2,"1,000	KG",RWD,4,"September 17, 2013",1.01 Game Launch,126.25 mph (203.18 km/h),1:09.368,No,1,1,2,1,1,"Speed
75.12","Acceleration
55.00","Braking
13.33","Handling
50.00","Overall
48.36",https://www.gtabase.com//grand-theft-auto-v/vehicles/truffade-z-type
48,GTA 5: Rental Shuttle Bus,Service,Brute,"Has Liveries, Has Variants, Peds can stand on top",Warstock Cache & Carry,"$30,000",Pegasus Vehicle,Pegasus Concierge,Cannot be modified,Cannot be sold,NA,Cannot be used in Races,68.35 mph (110.00 km/h),1996-2002 Chevrolet Express,10,"5,500	KG",RWD,4,"September 17, 2013",1.01 Game Launch,65.00 mph (104.61 km/h),1:46.672,No,1,1,2,1,1,"Speed
59.02","Acceleration
30.00","Braking
8.33","Handling
46.97","Overall
36.08",https://www.gtabase.com//grand-theft-auto-v/vehicles/brute-rental-shuttle-bus
49,GTA 5: Vapid Hustler,Muscle,Vapid,Has Liveries,Legendary Motorsport,"$625,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$375,000	
	($542,725 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),1932 Ford Coupe,2,"1,000	KG",RWD,5,"February 13, 2018",1.42 The Doomsday Heist,121.25 mph (195.13 km/h),1:12.206,No,1,1,2,1,1,"Speed
75.12","Acceleration
75.00","Braking
14.33","Handling
59.09","Overall
55.89",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-hustler
50,GTA 5: Dewbauchee Rapid GT Cabrio,Sports,Dewbauchee,"Convertible - Soft-top, Mystery Prize",Legendary Motorsport,"$140,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$84,000	
	($222,625 when fully upgraded)",Can be used in Races,94.45 mph (152.00 km/h),Aston Martin Vantage Roadster,2,"1,600	KG",RWD,6,"September 17, 2013",1.01 Game Launch,119.50 mph (192.32 km/h),1:08.434,No,1,1,2,1,1,"Speed
81.56","Acceleration
90.00","Braking
33.33","Handling
74.24","Overall
69.78",https://www.gtabase.com//grand-theft-auto-v/vehicles/dewbauchee-rapid-gt-sports
51,GTA 5: Pegassi Torero,Sports Classics,Pegassi,,Legendary Motorsport,"$998,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$598,800	
	($758,450 when fully upgraded)",Can be used in Races,92.89 mph (149.50 km/h),"Lamborghini Countach, Ferrari F40, Koenig Coutach, Ferrari 328",2,"1,470	KG",RWD,5,"July 25, 2017",1.40 Gunrunning Pack,116.50 mph (187.49 km/h),1:06.366,No,1,1,2,1,1,"Speed
80.21","Acceleration
75.00","Braking
16.67","Handling
78.79","Overall
62.67",https://www.gtabase.com//grand-theft-auto-v/vehicles/pegassi-torero
52,GTA 5: Grotti Brioso 300 Widebody,Compacts,Grotti,"Custom Vehicle, Has Liveries",Benny's Original Motor Works,"$585,000",Garage (Personal Vehicle),Mechanic,Benny's Original Motor Works,Can be sold only if purchased (High-End),"$351,000	
	($640,778 when fully upgraded)",Can be used in Races,77.05 mph (124.00 km/h),Fiat 500,2,650	KG,RWD,4,"August 25, 2022",1.61 Criminal Enterprises,96.00 mph (154.50 km/h),1:16.442,No,1,1,2,1,1,"Speed
61.70","Acceleration
44.75","Braking
8.33","Handling
57.12","Overall
42.98",https://www.gtabase.com//grand-theft-auto-v/vehicles/brioso-300-widebody
53,GTA 5: Obey Tailgater,Sedans,Obey,Has Variants,Can be stolen / found,"$55,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$33,000	
	($111,550 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),Audi A6,4,"1,400	KG",RWD,5,"September 17, 2013",1.01 Game Launch,104.75 mph (168.58 km/h),1:11.305,No,1,1,2,1,1,"Speed
77.80","Acceleration
50.00","Braking
30.00","Handling
77.27","Overall
58.77",https://www.gtabase.com//grand-theft-auto-v/vehicles/obey-tailgater
54,GTA 5: LCC Hexer,Motorcycles,LCC,Mystery Prize,Southern S.A. Super Autos,"$15,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$9,000	
	($63,900 when fully upgraded)",Can be used in Races,83.89 mph (135.00 km/h),West Coast Choppers bikes,2,250	KG,RWD,4,"September 17, 2013",1.01 Game Launch,104.75 mph (168.58 km/h),1:07.167,No,1,1,2,1,1,"Speed
72.43","Acceleration
65.00","Braking
33.33","Handling
56.06","Overall
56.71",https://www.gtabase.com//grand-theft-auto-v/vehicles/lcc-hexer
55,GTA 5: Nagasaki Blazer Lifeguard,Off-Road,Nagasaki,,Can be stolen / found,"$62,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$37,200	
	($98,300 when fully upgraded)",Can be used in Races,68.35 mph (110.00 km/h),Yamaha YFZ450,1,650	KG,NA,5,"September 17, 2013",1.01 Game Launch,83.75 mph (134.78 km/h),1:23.185,No,1,1,2,1,1,"Speed
59.02","Acceleration
30.00","Braking
26.67","Handling
60.61","Overall
44.07",https://www.gtabase.com//grand-theft-auto-v/vehicles/nagasaki-blazer-lifeguard
56,GTA 5: Pfister Comet,Sports,Pfister,"Has Variants, Mystery Prize",Legendary Motorsport,"$100,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$60,000	
	($201,725 when fully upgraded)",Can be used in Races,94.45 mph (152.00 km/h),Porsche 911,2,"1,400	KG",RWD,5,"September 17, 2013",1.01 Game Launch,119.50 mph (192.32 km/h),1:05.130,No,1,1,2,1,1,"Speed
81.56","Acceleration
85.00","Braking
26.67","Handling
78.79","Overall
68.00",https://www.gtabase.com//grand-theft-auto-v/vehicles/pfister-comet
57,GTA 5: Bravado Buffalo S,Sports,Bravado,,Southern S.A. Super Autos,"$96,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$57,600	
	($177,788 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),Dodge Charger SRT8,4,"1,650	KG",RWD,5,"September 17, 2013",1.01 Game Launch,112.25 mph (180.65 km/h),1:08.001,No,1,1,2,1,1,"Speed
77.80","Acceleration
72.50","Braking
30.00","Handling
74.24","Overall
63.64",https://www.gtabase.com//grand-theft-auto-v/vehicles/bravado-buffalo-s
58,GTA 5: Bravado Verlierer,Sports,Bravado,,Legendary Motorsport,"$695,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$417,000	
	($574,850 when fully upgraded)",Can be used in Races,93.21 mph (150.00 km/h),"TVR Sagaris, Wiesmann GT MF5",2,"1,100	KG",RWD,5,"December 15, 2015",1.31 Executives and Other Criminals,121.75 mph (195.94 km/h),1:05.659,No,1,1,2,1,1,"Speed
80.48","Acceleration
83.75","Braking
33.33","Handling
73.64","Overall
67.80",https://www.gtabase.com//grand-theft-auto-v/vehicles/bravado-verlierer
59,GTA 5: Declasse Tahoma Coupe,Muscle,Declasse,Has Liveries,Southern S.A. Super Autos,"$1,500,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),NA,Can be used in Races,94.45 mph (152.00 km/h),Third generation Chevrolet Monte Carlo,2,"1,380	KG",RWD,3,"December 16, 2022",1.64 LS Drug Wars,112.25 mph (180.65 km/h),1:10.738,No,1,1,2,1,1,"Speed
81.55","Acceleration
75.40","Braking
20.83","Handling
69.93","Overall
61.70",https://www.gtabase.com//grand-theft-auto-v/vehicles/tahoma-coupe
60,GTA 5: Gallivanter Baller LE LWB (Armored),SUVs,Gallivanter,"Armored Vehicle, Bulletproof - Front, Bulletproof - Side, Bulletproof - Rear",Legendary Motorsport,"$513,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$307,800	
	($373,900 when fully upgraded)",Can be used in Races,83.89 mph (135.00 km/h),Range Rover SVAutobiography/Range Rover Sentinel,4,"2,550	KG",NA,5,"December 15, 2015",1.31 Executives and Other Criminals,107.75 mph (173.41 km/h),1:14.847,Bullet resistant windows from all sides,2,2,4,1,1,"Speed
72.43","Acceleration
66.25","Braking
18.33","Handling
60.61","Overall
54.41",https://www.gtabase.com//grand-theft-auto-v/vehicles/gallivanter-baller-le-lwb-armored
61,GTA 5: Progen Tyrus,Super,Progen,"Bulletproof - Rear, Has Liveries, Has Variants",Legendary Motorsport,"$2,550,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,530,000	
	($1,690,550 when fully upgraded)",Can be used in Races,100.04 mph (161.00 km/h),"McLaren F1 GTR Longtail, Saleen S7, Mosler MT900R",2,915	KG,RWD,6,"July 12, 2016",1.35 Cunning Stunts,123.50 mph (198.75 km/h),1:01.428,Bulletproof from the rear (rear has no windows),1,1,2,1,1,"Speed
86.38","Acceleration
92.75","Braking
40.00","Handling
90.90","Overall
77.51",https://www.gtabase.com//grand-theft-auto-v/vehicles/progen-tyrus
62,GTA 5: HVY Chernobog,Military,HVY,"Bulletproof - Rear, Has Liveries, Has Trade Price, Homing Missiles, No Passive Mode, Towing Hitch, Weaponized Vehicle",Warstock Cache & Carry,"$3,311,700",Facility Property,Mechanic,Point of Storage,Cannot be sold,NA,Transform Races Only,59.03 mph (95.00 km/h),"MAZ-543M, BM-30 Smerch",2,"40,000	KG",NA,5,"December 12, 2017",1.42 The Doomsday Heist,70.25 mph (113.06 km/h),1:54.204,Bulletproof from the rear (rear has no windows),1,1,2,1,1,"Speed
50.97","Acceleration
30.00","Braking
3.33","Handling
60.61","Overall
36.23",https://www.gtabase.com//grand-theft-auto-v/vehicles/chernobog
63,GTA 5: Truffade Nero,Super,Truffade,"Active Spoiler, Has Variants",Benny's Original Motor Works,"$1,440,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$864,000	
	($1,010,125 when fully upgraded)",Can be used in Races,99.42 mph (160.00 km/h),Bugatti Chiron,2,"1,995	KG",NA,6,"December 20, 2016",1.37 Import/Export,126.50 mph (203.58 km/h),1:01.495,No,1,1,2,1,1,"Speed
85.85","Acceleration
84.38","Braking
33.33","Handling
80.30","Overall
70.96",https://www.gtabase.com//grand-theft-auto-v/vehicles/truffade-nero
64,GTA 5: Grotti X80 Proto,Super,Grotti,Active Spoiler,Legendary Motorsport,"$2,700,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,620,000	
	($1,769,725 when fully upgraded)",Can be used in Races,100.04 mph (161.00 km/h),"Ferrari F80 concept, GreenGT LeMans",2,900	KG,NA,6,"June 21, 2016",1.34 Further Adventures in Finance and Felony,127.50 mph (205.19 km/h),1:01.175,No,1,1,2,1,1,"Speed
85.31","Acceleration
93.75","Braking
36.67","Handling
81.82","Overall
74.39",https://www.gtabase.com//grand-theft-auto-v/vehicles/grotti-x80-proto
65,GTA 5: Dewbauchee Specter Custom,Sports,Dewbauchee,"Custom Vehicle, Has Liveries",Benny's Original Motor Works,"$252,000",Garage (Personal Vehicle),Mechanic,Benny's Original Motor Works,Can be sold only if purchased (High-End),"$151,200	
	($403,845 when fully upgraded)",Can be used in Races,96.44 mph (155.20 km/h),"Aston Martin DB10, Aston Martin Vantage GT8",2,"1,450	KG",RWD,6,"January 17, 2017",1.37 Import/Export,121.25 mph (195.13 km/h),1:04.332,No,1,1,2,1,1,"Speed
83.27","Acceleration
82.50","Braking
36.67","Handling
85.86","Overall
72.08",https://www.gtabase.com//grand-theft-auto-v/vehicles/dewbauchee-specter-custom
66,GTA 5: Invetero Coquette Classic,Sports Classics,Invetero,"Has Liveries, Has Variants, Mystery Prize, Removable Roof",Legendary Motorsport,"$665,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$399,000	
	($523,162 when fully upgraded)",Can be used in Races,93.83 mph (151.00 km/h),Chevrolet Corvette C2,2,"1,400	KG",RWD,4,"August 19, 2014",1.16 SA Flight School,118.00 mph (189.90 km/h),1:11.470,No,1,1,2,1,1,"Speed
81.02","Acceleration
85.00","Braking
16.67","Handling
69.70","Overall
63.10",https://www.gtabase.com//grand-theft-auto-v/vehicles/invetero-coquette-classic
67,GTA 5: Imponte Ruiner,Muscle,Imponte,"Has Liveries, Has Variants, Mystery Prize",Can be stolen / found,"$10,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$6,000	
	($92,075 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),Pontiac Trans Am/Chevrolet Camaro,2,"1,300	KG",RWD,5,"September 17, 2013",1.01 Game Launch,118.75 mph (191.11 km/h),1:09.936,No,1,1,2,1,1,"Speed
77.80","Acceleration
70.00","Braking
26.67","Handling
66.67","Overall
60.28",https://www.gtabase.com//grand-theft-auto-v/vehicles/imponte-ruiner
68,GTA 5: Declasse Rhapsody,Compacts,Declasse,Mystery Prize,Southern S.A. Super Autos,"$140,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$84,000	
	($227,925 when fully upgraded)",Can be used in Races,82.64 mph (133.00 km/h),AMC Pacer (1970s),2,"1,350	KG",RWD,5,"June 17, 2014",1.14 I'm Not a Hipster,102.25 mph (164.56 km/h),1:15.142,No,1,1,2,1,1,"Speed
71.36","Acceleration
57.50","Braking
20.00","Handling
62.12","Overall
52.75",https://www.gtabase.com//grand-theft-auto-v/vehicles/declasse-rhapsody
69,GTA 5: Nagasaki Shinobi,Motorcycles,Nagasaki,Has Liveries,Legendary Motorsport,"$2,480,500",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,488,300	
	($1,666,300 when fully upgraded)",Can be used in Races,97.18 mph (156.40 km/h),Japanese sport bike Kawasaki Ninja,1,165	KG,RWD,6,"January 13, 2022",1.58 The Contract,125.25 mph (201.57 km/h),0:58.592,No,1,1,2,1,1,"Speed
83.92","Acceleration
90.63","Braking
41.67","Handling
69.70","Overall
71.48",https://www.gtabase.com//grand-theft-auto-v/vehicles/shinobi
70,GTA 5: Maibatsu Sanchez (Livery),Motorcycles,Maibatsu,"Has Liveries, Has Variants, Mystery Prize",Can be stolen / found,"$7,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$4,200	
	($58,800 when fully upgraded)",Can be used in Races,73.32 mph (118.00 km/h),"2006-2009 Yamaha YZ450F, 2007 Kawasaki KX450F, Honda CRF450X",2,220	KG,RWD,4,"September 17, 2013",1.01 Game Launch,119.50 mph (192.32 km/h),1:04.532,No,1,1,2,1,1,"Speed
63.31","Acceleration
70.00","Braking
36.67","Handling
65.15","Overall
58.78",https://www.gtabase.com//grand-theft-auto-v/vehicles/maibatsu-sanchez-livery
71,GTA 5: Vapid Flash GT,Sports,Vapid,Has Liveries,Legendary Motorsport,"$1,675,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,005,000	
	($1,185,700 when fully upgraded)",Can be used in Races,94.45 mph (152.00 km/h),Ford Fiesta RS WRC,2,"1,200	KG",NA,6,"April 17, 2018",1.43 Southern SA Super Sport Series,116.25 mph (187.09 km/h),1:03.865,No,1,1,2,1,1,"Speed
81.56","Acceleration
80.00","Braking
33.33","Handling
100.00","Overall
73.72",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-flash-gt
72,GTA 5: Maibatsu Penumbra FF,Sports,Maibatsu,"Has Liveries, JDM Car",Southern S.A. Super Autos,"$1,380,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$828,000	
	($1,040,020 when fully upgraded)",Can be used in Races,88.23 mph (142.00 km/h),2nd Generation Mitsubishi Eclipse & 2nd Generation Eagle Talon,2,"1,300	KG",NA,5,"August 11, 2020",1.51 LS Summer Special,112.75 mph (181.45 km/h),1:04.465,No,1,1,2,1,1,"Speed
76.19","Acceleration
75.00","Braking
26.67","Handling
71.21","Overall
62.27",https://www.gtabase.com//grand-theft-auto-v/vehicles/penumbra-ff
73,GTA 5: Pegassi Toreador,Sports Classics,Pegassi,"Armored Vehicle, Bulletproof - Rear, Has Liveries, Homing Missiles, Rocket Boost, Submersible Vehicle, Weaponized Vehicle",Warstock Cache & Carry,"$3,660,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$2,196,000	
	($2,366,375 when fully upgraded)",Cannot be used in Races,93.21 mph (150.00 km/h),Lamborghini Marzal,4,"1,600	KG",RWD,5,"December 15, 2020",1.52 Cayo Perico Heist,135.25 mph (217.66 km/h),0:57.601,Bulletproof from the rear (rear has no windows),6,2,5,1,1,"Speed
80.48","Acceleration
75.00","Braking
33.33","Handling
74.24","Overall
65.76",https://www.gtabase.com//grand-theft-auto-v/vehicles/toreador
74,GTA 5: Brute Stockade,Commercial,Brute,"Bulletproof - Front, Bulletproof - Side, Bulletproof - Rear, Has Variants, Has Trade Price, Peds can stand on top, Snow Vehicle - North Yankton",Warstock Cache & Carry,"$2,240,000",Pegasus Vehicle,Pegasus Concierge,Cannot be modified,Cannot be sold,NA,Transform Races Only,74.56 mph (120.00 km/h),International 4700 Series,4,"6,500	KG",RWD,5,"September 17, 2013",1.01 Game Launch,83.50 mph (134.38 km/h),1:38.476,Bulletproof windows,1,1,2,1,1,"Speed
64.39","Acceleration
30.00","Braking
8.33","Handling
50.00","Overall
38.18",https://www.gtabase.com//grand-theft-auto-v/vehicles/brute-stockade
75,GTA 5: Karin Futo GTX,Sports,Karin,"Has Liveries, Has Trade Price, JDM Car, Tuners Vehicle",Southern S.A. Super Autos,"$1,590,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$954,000	
	($1,274,934 when fully upgraded)",Can be used in Races,85.13 mph (137.00 km/h),Toyota Sprinter Trueno AE86,2,950	KG,RWD,5,"July 20, 2021",1.57 Los Santos Tuners,119.75 mph (192.72 km/h),1:11.671,No,1,1,2,1,1,"Speed
73.51","Acceleration
74.13","Braking
17.50","Handling
63.48","Overall
57.15",https://www.gtabase.com//grand-theft-auto-v/vehicles/futo-gtx
76,GTA 5: LCC Sanctus,Motorcycles,LCC,"Exclusive to Annual Event, Has Liveries",Southern S.A. Super Autos,"$1,995,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,197,000	
	($1,367,755 when fully upgraded)",Can be used in Races,89.48 mph (144.00 km/h),Custom/Modified Avarus,1,250	KG,RWD,5,"October 28, 2016",1.36 Bikers,112.00 mph (180.25 km/h),1:03.329,No,1,1,2,1,1,"Speed
77.26","Acceleration
100.00","Braking
33.33","Handling
59.09","Overall
67.42",https://www.gtabase.com//grand-theft-auto-v/vehicles/lcc-sanctus
77,GTA 5: Albany Hermes,Muscle,Albany,"Has Liveries, Hydraulics",Southern S.A. Super Autos,"$535,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$321,000	
	($480,500 when fully upgraded)",Can be used in Races,85.13 mph (137.00 km/h),Buick Super,2,"1,300	KG",RWD,4,"December 25, 2017",1.42 The Doomsday Heist,117.75 mph (189.50 km/h),1:10.771,No,1,1,2,1,1,"Speed
73.51","Acceleration
71.25","Braking
25.83","Handling
71.97","Overall
60.64",https://www.gtabase.com//grand-theft-auto-v/vehicles/albany-hermes
78,GTA 5: Bravado Banshee 900R,Super,Bravado,"Custom Vehicle, Has Liveries, Removable Roof",Benny's Original Motor Works,"$565,000",Garage (Personal Vehicle),Mechanic,Benny's Original Motor Works,Can be sold only if purchased (High-End),"$322,050	
	($580,980 when fully upgraded)",Can be used in Races,93.21 mph (150.00 km/h),"Hennessey Viper Venom 1000, Dodge Viper, Mazda RX-7, Aston Martin DB9",2,"1,150	KG",RWD,5,"January 28, 2016",1.32 January 2016,131.00 mph (210.82 km/h),1:04.565,No,1,1,2,1,1,"Speed
80.48","Acceleration
86.88","Braking
33.33","Handling
75.76","Overall
69.11",https://www.gtabase.com//grand-theft-auto-v/vehicles/bravado-banshee-900r
79,GTA 5: Buckingham Shamal,Planes,Buckingham,"Armored Vehicle, Has Liveries, Has Variants",Elitás Travel,"$1,150,000",Pegasus Vehicle,Pegasus Concierge,Paint Job Only,Cannot be sold,NA,Can be used in Races,202.69 mph (326.20 km/h),Learjet 45,10,"6,400	KG",NA,NA,"September 17, 2013",1.01 Game Launch,159.00 mph (255.89 km/h),0:49.417,No,3,1,2,1,1,"Speed
82.00","Acceleration
36.00","Braking
34.00","Handling
23.00","Overall
43.75",https://www.gtabase.com//grand-theft-auto-v/vehicles/buckingham-shamal
80,GTA 5: HVY Insurgent Pick-up Custom,Off-Road,HVY,"Armored Vehicle, Custom Vehicle, Has Liveries, No Passive Mode, Passengers can hang on side, Proximity Mines, Towing Hitch, Unique Radar Icon, Weaponized Vehicle",NA,"$202,500",Garage (Personal Vehicle),Mechanic,MOC / Avenger Workshop,Can be sold only if purchased (High-End),"$121,500	
	($340,425 when fully upgraded)",Target Assault Races,80.78 mph (130.00 km/h),"GURKHA, Conquest Knight XV",9,"8,600	KG",NA,6,"August 1, 2017",1.40 Gunrunning Pack,99.25 mph (159.73 km/h),1:13.035,No,27,9,23,5,2,"Speed
69.75","Acceleration
60.00","Braking
20.00","Handling
60.61","Overall
52.59",https://www.gtabase.com//grand-theft-auto-v/vehicles/hvy-insurgent-pick-up-custom
81,GTA 5: Grotti Bestia GTS,Sports,Grotti,,Legendary Motorsport,"$610,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$366,000	
	($518,225 when fully upgraded)",Can be used in Races,96.31 mph (155.00 km/h),"Ferrari FF, GTC4Lusso",2,"1,800	KG",NA,6,"June 7, 2016",1.34 Further Adventures in Finance and Felony,118.75 mph (191.11 km/h),1:04.364,No,1,1,2,1,1,"Speed
83.17","Acceleration
80.00","Braking
33.33","Handling
73.33","Overall
67.46",https://www.gtabase.com//grand-theft-auto-v/vehicles/grotti-bestia-gts
82,GTA 5: Dinka Blista Compact,Sports,Dinka,"Has Variants, JDM Car, Mystery Prize",Southern S.A. Super Autos,"$42,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$25,200	
	($95,390 when fully upgraded)",Can be used in Races,82.02 mph (132.00 km/h),Honda CRX,2,"1,050	KG",NA,5,"November 18, 2014",1.18 PS4 & Xbox One Release,103.00 mph (165.76 km/h),1:15.408,No,1,1,2,1,1,"Speed
70.82","Acceleration
57.50","Braking
18.33","Handling
63.64","Overall
52.57",https://www.gtabase.com//grand-theft-auto-v/vehicles/dinka-blista-compact
