,upgrade_cost,vehicle_url
226,"
Total Cost to Fully Upgrade in GTA Online
$117,190
",https://www.gtabase.com//grand-theft-auto-v/vehicles/western-bagger
227,"
Total Cost to Fully Upgrade in GTA Online
$132,200
",https://www.gtabase.com//grand-theft-auto-v/vehicles/karin-asterope
228,NA,https://www.gtabase.com//grand-theft-auto-v/vehicles/brute-camper
229,NA,https://www.gtabase.com//grand-theft-auto-v/vehicles/jacksheepe-lawn-mower
230,"
Total Cost to Fully Upgrade in GTA Online
$254,100
",https://www.gtabase.com//grand-theft-auto-v/vehicles/nagasaki-carbon-rs
231,NA,https://www.gtabase.com//grand-theft-auto-v/vehicles/space-docker
232,"
Total Cost to Fully Upgrade in GTA Online
$631,278
",https://www.gtabase.com//grand-theft-auto-v/vehicles/rt3000
233,"
Total Cost to Fully Upgrade in GTA Online
$155,940
",https://www.gtabase.com//grand-theft-auto-v/vehicles/declasse-gang-burrito
234,"
Total Cost to Fully Upgrade in GTA Online
$134,850
",https://www.gtabase.com//grand-theft-auto-v/vehicles/declasse-tornado-convertible
235,"
Total Cost to Fully Upgrade in GTA Online
$369,900
",https://www.gtabase.com//grand-theft-auto-v/vehicles/deviant
236,"
Total Cost to Fully Upgrade in GTA Online
$351,350
",https://www.gtabase.com//grand-theft-auto-v/vehicles/retinue-mk-ii
237,"
Total Cost to Fully Upgrade in GTA Online
$374,150
",https://www.gtabase.com//grand-theft-auto-v/vehicles/ro-86-alkonost
238,"
Total Cost to Fully Upgrade in GTA Online
$575,480
",https://www.gtabase.com//grand-theft-auto-v/vehicles/growler
239,NA,https://www.gtabase.com//grand-theft-auto-v/vehicles/hvy-mixer-2
240,NA,https://www.gtabase.com//grand-theft-auto-v/vehicles/karin-technical
241,"
Total Cost to Fully Upgrade in GTA Online
$131,200
",https://www.gtabase.com//grand-theft-auto-v/vehicles/bravado-gauntlet
242,NA,https://www.gtabase.com//grand-theft-auto-v/vehicles/youga-custom
243,"
Total Cost to Fully Upgrade in GTA Online
$701,544
",https://www.gtabase.com//grand-theft-auto-v/vehicles/annis-elegy-retro-custom
244,"
Total Cost to Fully Upgrade in GTA Online
$139,900
",https://www.gtabase.com//grand-theft-auto-v/vehicles/declasse-asea
245,"
Total Cost to Fully Upgrade in GTA Online
$350,700
",https://www.gtabase.com//grand-theft-auto-v/vehicles/progen-itali-gtb
246,NA,https://www.gtabase.com//grand-theft-auto-v/vehicles/lost-gang-burrito
247,NA,https://www.gtabase.com//grand-theft-auto-v/vehicles/cruiser
248,"
Total Cost to Fully Upgrade in GTA Online
$374,350
",https://www.gtabase.com//grand-theft-auto-v/vehicles/furia
249,"
Total Cost to Fully Upgrade in GTA Online
$0
",https://www.gtabase.com//grand-theft-auto-v/vehicles/buckingham-supervolito-carbon
250,"
Total Cost to Fully Upgrade in GTA Online
$0
",https://www.gtabase.com//grand-theft-auto-v/vehicles/titan
251,"
Total Cost to Fully Upgrade in GTA Online
$304,700
",https://www.gtabase.com//grand-theft-auto-v/vehicles/declasse-tampa-drift
252,"
Total Cost to Fully Upgrade in GTA Online
$315,650
",https://www.gtabase.com//grand-theft-auto-v/vehicles/benefactor-schafter-v12
253,"
Total Cost to Fully Upgrade in GTA Online
$275,500
",https://www.gtabase.com//grand-theft-auto-v/vehicles/pegassi-reaper
254,"
Total Cost to Fully Upgrade in GTA Online
$176,750
",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-bobcat-xl
255,"
Total Cost to Fully Upgrade in GTA Online
$388,500
",https://www.gtabase.com//grand-theft-auto-v/vehicles/rebla-gts
256,"
Total Cost to Fully Upgrade in GTA Online
$303,700
",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-trophy-truck
257,"
Total Cost to Fully Upgrade in GTA Online
$131,600
",https://www.gtabase.com//grand-theft-auto-v/vehicles/bf-surfer
258,"
Total Cost to Fully Upgrade in GTA Online
$254,100
",https://www.gtabase.com//grand-theft-auto-v/vehicles/nagasaki-blazer-aqua
259,"
Total Cost to Fully Upgrade in GTA Online
$691,959
",https://www.gtabase.com//grand-theft-auto-v/vehicles/albany-buccaneer-custom
260,NA,https://www.gtabase.com//grand-theft-auto-v/vehicles/bmx
261,"
Total Cost to Fully Upgrade in GTA Online
$221,725
",https://www.gtabase.com//grand-theft-auto-v/vehicles/ubermacht-sentinel
262,"
Total Cost to Fully Upgrade in GTA Online
$263,500
",https://www.gtabase.com//grand-theft-auto-v/vehicles/grotti-stinger-gt
263,"
Total Cost to Fully Upgrade in GTA Online
$579,350
",https://www.gtabase.com//grand-theft-auto-v/vehicles/hvy-apc
264,NA,https://www.gtabase.com//grand-theft-auto-v/vehicles/brute-airport-bus
265,"
Total Cost to Fully Upgrade in GTA Online
$779,245
",https://www.gtabase.com//grand-theft-auto-v/vehicles/peyote-custom
266,"
Total Cost to Fully Upgrade in GTA Online
$127,800
",https://www.gtabase.com//grand-theft-auto-v/vehicles/emperor-habanero
267,"
Total Cost to Fully Upgrade in GTA Online
$263,500
",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-bullet
268,NA,https://www.gtabase.com//grand-theft-auto-v/vehicles/declasse-police-transporter
269,"
Total Cost to Fully Upgrade in GTA Online
$3,197,270
",https://www.gtabase.com//grand-theft-auto-v/vehicles/issi-arena
270,NA,https://www.gtabase.com//grand-theft-auto-v/vehicles/buckingham-swift-deluxe
271,"
Total Cost to Fully Upgrade in GTA Online
$0
",https://www.gtabase.com//grand-theft-auto-v/vehicles/savage
272,"
Total Cost to Fully Upgrade in GTA Online
$141,950
",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-peyote
273,"
Total Cost to Fully Upgrade in GTA Online
$223,675
",https://www.gtabase.com//grand-theft-auto-v/vehicles/ubermacht-zion
274,"
Total Cost to Fully Upgrade in GTA Online
$425,245
",https://www.gtabase.com//grand-theft-auto-v/vehicles/torero-xo
275,"
Total Cost to Fully Upgrade in GTA Online
$478,610
",https://www.gtabase.com//grand-theft-auto-v/vehicles/truffade-nero-custom
276,NA,https://www.gtabase.com//grand-theft-auto-v/vehicles/tri-cycles-race-bike
277,"
Total Cost to Fully Upgrade in GTA Online
$1,039,850
",https://www.gtabase.com//grand-theft-auto-v/vehicles/s95
278,"
Total Cost to Fully Upgrade in GTA Online
$259,100
",https://www.gtabase.com//grand-theft-auto-v/vehicles/ocelot-stromberg
279,"
Total Cost to Fully Upgrade in GTA Online
$1,421,450
",https://www.gtabase.com//grand-theft-auto-v/vehicles/patriot-mil-spec
280,"
Total Cost to Fully Upgrade in GTA Online
$587,923
",https://www.gtabase.com//grand-theft-auto-v/vehicles/dominator-gtt
281,"
Total Cost to Fully Upgrade in GTA Online
$644,595
",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-slamvan-custom
282,"
Total Cost to Fully Upgrade in GTA Online
$254,100
",https://www.gtabase.com//grand-theft-auto-v/vehicles/principe-lectro
283,"
Total Cost to Fully Upgrade in GTA Online
$1,033,050
",https://www.gtabase.com//grand-theft-auto-v/vehicles/weaponized-ignus
284,"
Total Cost to Fully Upgrade in GTA Online
$186,300
",https://www.gtabase.com//grand-theft-auto-v/vehicles/benefactor-serrano
285,"
Total Cost to Fully Upgrade in GTA Online
$263,500
",https://www.gtabase.com//grand-theft-auto-v/vehicles/declasse-moonbeam
286,"
Total Cost to Fully Upgrade in GTA Online
$264,200
",https://www.gtabase.com//grand-theft-auto-v/vehicles/grotti-stinger
287,NA,https://www.gtabase.com//grand-theft-auto-v/vehicles/brute-ambulance
288,"
Total Cost to Fully Upgrade in GTA Online
$302,780
",https://www.gtabase.com//grand-theft-auto-v/vehicles/grotti-gt500
289,"
Total Cost to Fully Upgrade in GTA Online
$0
",https://www.gtabase.com//grand-theft-auto-v/vehicles/buckingham-miljet
290,NA,https://www.gtabase.com//grand-theft-auto-v/vehicles/brute-pony
291,"
Total Cost to Fully Upgrade in GTA Online
$221,325
",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-dominator-pisswasser
292,"
Total Cost to Fully Upgrade in GTA Online
$277,200
",https://www.gtabase.com//grand-theft-auto-v/vehicles/grotti-turismo-r
293,"
Total Cost to Fully Upgrade in GTA Online
$288,580
",https://www.gtabase.com//grand-theft-auto-v/vehicles/stafford
294,"
Total Cost to Fully Upgrade in GTA Online
$2,529,830
",https://www.gtabase.com//grand-theft-auto-v/vehicles/sasquatch-arena
295,"
Total Cost to Fully Upgrade in GTA Online
$649,315
",https://www.gtabase.com//grand-theft-auto-v/vehicles/euros
296,"
Total Cost to Fully Upgrade in GTA Online
$1,404,150
",https://www.gtabase.com//grand-theft-auto-v/vehicles/rm-10-bombushka
297,NA,https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-sheriff-cruiser
298,NA,https://www.gtabase.com//grand-theft-auto-v/vehicles/maibatsu-mule-armored
299,"
Total Cost to Fully Upgrade in GTA Online
$318,140
",https://www.gtabase.com//grand-theft-auto-v/vehicles/annis-elegy-rh8
300,"
Total Cost to Fully Upgrade in GTA Online
$131,200
",https://www.gtabase.com//grand-theft-auto-v/vehicles/lampadati-felon-gt
301,NA,https://www.gtabase.com//grand-theft-auto-v/vehicles/freight-train
302,"
Total Cost to Fully Upgrade in GTA Online
$403,350
",https://www.gtabase.com//grand-theft-auto-v/vehicles/ruiner-zz-8
303,"
Total Cost to Fully Upgrade in GTA Online
$288,300
",https://www.gtabase.com//grand-theft-auto-v/vehicles/overflow-tyrant
304,"
Total Cost to Fully Upgrade in GTA Online
$277,250
",https://www.gtabase.com//grand-theft-auto-v/vehicles/grotti-carbonizzare
305,"
Total Cost to Fully Upgrade in GTA Online
$346,050
",https://www.gtabase.com//grand-theft-auto-v/vehicles/cheval-taipan
306,"
Total Cost to Fully Upgrade in GTA Online
$352,340
",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-riata
